author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Kesey, Ken","Ken Kesey","<b>An international bestseller and the basis for the hugely successful film, Ken Kesey's <i>One Flew Over the Cuckoo's Nest</i> is one of the defining works of the 1960s.<br></b>In this classic novel, Ken Kesey&rsquo;s hero is Randle Patrick McMurphy, a boisterous, brawling, fun-loving rebel who swaggers into the world of a mental hospital and takes over. A lusty, life-affirming fighter, McMurphy rallies the other patients around him by challenging the dictatorship of Nurse Ratched. He promotes gambling in the ward, smuggles in wine and women, and openly defies the rules at every turn. But this defiance, which starts as a sport, soon develops into a grim struggle, an all-out war between two relentless opponents: Nurse Ratched, backed by the full power of authority, and McMurphy, who has only his own indomitable will. What happens when Nurse Ratched uses her ultimate weapon against McMurphy provides the story&rsquo;s shocking...","C:\Users\chris\Calibre Library\Ken Kesey\One Flew Over the Cuckoo's Nest (83)\cover.jpg","2024-07-07T15:26:50+01:00","epub","","83","","eng","Calibre Library","2007-11-27T01:00:00+01:00","Penguin Publishing Group","","","1.0","1013318","","One Flew Over the Cuckoo's Nest","One Flew Over the Cuckoo's Nest","cd17b2ae-0ab2-4d0c-b20b-decdb02060df"
"Burton, Laura & Cal, Jessie","Laura Burton & Jessie Cal","","C:\Users\chris\Calibre Library\Laura Burton\Queen Of Snow [1] (84)\cover.jpg","0101-01-01T01:00:00+01:00","epub, mobi","","84","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Fairy Tales Reimagined","1.0","280645","Fantasy","Queen Of Snow [1]","Queen Of Snow [1]","c4ddf519-1cc4-4252-ba4c-57a9611750f4"
"Nugent, Liz","Liz Nugent","","C:\Users\chris\Calibre Library\Liz Nugent\Strange Sally Diamond (85)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","85","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","576362","Fiction","Strange Sally Diamond","Strange Sally Diamond","7a7e1983-990c-4342-adff-10502f3c23b6"
"Cass, Kiera","Kiera Cass","A would-be queen. A handsome young king. A perfect match...or is it?
From the #1 New York Times bestselling author of the Selection series comes The Betrothed, a glittering royal romance sure to captivate her legion of loyal readers and lovers of courtly intrigue alike.
When King Jameson declares his love for Lady Hollis Brite, Hollis is shocked—and thrilled. After all, she's grown up at Keresken Castle, vying for the king's attention alongside other daughters of the nobility. Capturing his heart is a dream come true.
But Hollis soon realizes that falling in love with a king and being crowned queen may not be the happily ever after she thought it would be. And when she meets a commoner with the mysterious power to see right into her heart, she finds that the future she really wants is one that she never thought to imagine.
","C:\Users\chris\Calibre Library\Kiera Cass\The Betrothed [1] (86)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","86","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Betrothed","1.0","507032","Fantasy","The Betrothed [1]","Betrothed [1], The","571506bd-b842-4083-92af-5901071dfbcb"
"Cass, Kiera","Kiera Cass","**A new era dawns in the world of Kiera Cass’s #1 *New York Times* bestselling Selection series**
America and Maxon’s fairy-tale romance enchanted readers from the very first page of *The Selection*. Now find out what happens after happily ever after in this fourth captivating novel, perfect for fans of Veronica Roth’s *Divergent,* Lauren Oliver’s *Delirium,* or Renée Ahdieh’s *The Wrath & the Dawn*.
Twenty years ago, America Singer entered the Selection and won Prince Maxon’s heart. Now the time has come for Princess Eadlyn to hold a Selection of her own. Eadlyn doesn’t expect anything like her parents’ fairy-tale love story...but as the competition begins, she may discover that finding her own happily ever after isn’t as impossible as she’s always thought.
A new generation of swoon-worthy characters and captivating romance awaits in the fourth book of the Selection series!
**
### From School Library Journal
Gr 9 Up—Cass draws us back into the world of ""The Selection"" (HarperCollins) with this latest series installment. Taking place 20 years after The One (2014), this entry focuses on the lives of Queen America and King Maxon's four children, specifically Princess Eadlyn, who is the heir to the throne. The castes have officially been dissolved, but not without recurring issue, including riots among the people of Ilea. To distract the country and buy time for King Maxon and Queen America to formulate a plan to stop the riots, it's decided that another Selection will take place. Princess Eadlyn is initially not fond of the idea because she is not ready to get married; however she respects her parents' wishes, and wants to do right by her people. She has two caveats: a three-month commitment and an understanding that she may not find a husband in the end. Fans will simultaneously root for and despise Eadlyn. She is powerful, bossy, and vulnerable. While life looks perfect from the outside, readers learn that things are not what they seem. Physical fights break out among the Selected, and secrets are kept only to be revealed at the very end. The cliff-hanger conclusion sets the stage for future volumes. At times the work feels like a retelling of the first book, but with a different cast of characters. However, readers will enjoy seeing the courtship rituals through the eyes of Eadlyn, her date mishaps, and how things have evolved over two decades. VERDICT A great addition for collections that have a high demand for ""The Selection"" series.—Erin Holt, Williamson County Public Library, Franklin, TN 
### Review
PRAISE FOR KIERA CASS: “A real page-turner. Romance, royalty, and revolution in a reality-show format serve Cass’ boldly rendered heroine well in her quest for justice and love.” (ALA Booklist) 
“Reality T.V. meets dystopian fairy tale in Kiera Cass’s delightful debut. Charming, captivating, and filled with just the right amount of swoon!” (Kiersten White, New York Times bestselling author of Paranormalcy) 
“An engrossing tale reminiscent of Shannon Hale’s Princess Academy and Ally Condie’s Matched. Fairy-tale lovers will lose themselves in America’s alternate reality and wish that the next glamorous sequel were waiting for them.” (School Library Journal) 
“Deliciously entertaining.” (Publishers Weekly) 
“Cass’s immensely readable debut novel is a less drastic Hunger Games, with elaborate fashion and trappings. The fast-paced action will have readers gasping for the upcoming sequel.” (ALA Booklist) 
“A cross between The Hunger Games (minus the bloodsport) and The Bachelor (minus the bloodsport), this trilogy launch is a lot of fun. Cass deftly builds the chemistry between America and Maxon, while stroking the embers of America’s first, forbidden love.” (Publishers Weekly) 
","C:\Users\chris\Calibre Library\Kiera Cass\The Heir [4] (90)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","90","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Selection","4.0","1678411","Dystopian","The Heir [4]","Heir [4], The","c3ad5ab5-7531-46b0-bd66-860b6035003a"
"Greger, Michael","Michael Greger","","C:\Users\chris\Calibre Library\Michael Greger\The How Not to Die Cookbook (91)\cover.jpg","2024-07-07T15:28:26+01:00","epub","","91","","eng","Calibre Library","0101-01-01T01:00:00+01:00","Macmillan","","","1.0","18269026","Cookbooks","The How Not to Die Cookbook","How Not to Die Cookbook, The","fdd0e8f7-c292-4f66-81cc-0fdc5c54b07d"
"Lee, Robinne","Robinne Lee","<p>""Captures what fame looks like, and how it affects us all...a fun, juicy love story!""&#8212;Elizabeth Banks</p><p>Solène Marchand, the thirty-nine-year-old owner of an art gallery in Los Angeles, is reluctant to take her daughter, Isabelle, to meet her favorite boy band. But since her divorce, she's more eager than ever to be close to Isabelle. The last thing Solène expects is to make a connection with one of the members of the world-famous August Moon. But Hayes Campbell is clever, winning, confident, and posh, and the attraction is immediate. That he is all of twenty years old further complicates things. </p><p>What begins as a series of clandestine trysts quickly evolves into a passionate and genuine relationship. It is a journey that spans continents as Solène and Hayes navigate each other's worlds: from stadium tours to international art fairs to secluded hideaways in Paris and Miami. For Solène, it is a reclaiming of self, as well as a rediscovery of happiness and love....","C:\Users\chris\Calibre Library\Robinne Lee\The Idea of You (92)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","92","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","757736","Fiction, Romance","The Idea of You","Idea of You, The","bdb71cc9-09c0-44e1-bb0a-32bf78a366fe"
"Schwab, V.E.","V.E. Schwab","<p><b>In the vein of <i>The Time Traveler's Wife</i> and <i>Life After Life</i>, <i>The Invisible Life of Addie LaRue</p><p>When Addie La Rue makes a pact with the devil, she trades her soul for immortality. But there's always a price - the devil takes away her place in the world, cursing her to be forgotten by everyone.</p><p>Addie flees her tiny home town in 18th-Century France, beginning a journey that takes her across the world, learning to live a life where no one remembers her and everything she owns is lost and broken. Existing only as a muse for artists throughout history, she learns to fall in love anew every single day.</p><p>Her only companion on this journey is her dark devil with hypnotic green eyes, who visits her each year on the anniversary of their deal. Alone in the world, Addie has no choice but to confront him, to understand him, maybe to beat him.</p><p>Until one day, in a second hand bookshop in Manhattan, Addie meets someone who remembers her. Suddenly...","C:\Users\chris\Calibre Library\V.E. Schwab\The Invisible Life of Addie LaRue (93)\cover.jpg","2024-07-07T15:28:31+01:00","epub","","93","","eng","Calibre Library","0101-01-01T01:00:00+01:00","Titan Books","","","1.0","1569170","Fantasy","The Invisible Life of Addie LaRue","Invisible Life of Addie LaRue, The","047a6adf-c236-4c10-9646-85e7a7fd934b"
"Sanders, Emmy","Emmy Sanders","","C:\Users\chris\Calibre Library\Emmy Sanders\To Catch a Firefly (94)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","94","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","2638239","Adult","To Catch a Firefly","To Catch a Firefly","d7df97a1-247f-4743-b797-96ee6ed9b361"
"Nugent, Liz","Liz Nugent","<b>""Searing, searching, finally scorching. Think <i>Making a Murderer </i>via Patricia Highsmith: an elegant kaleidoscope novel that refines and combines multiple perspectives until its subject is brought into indelible, tragic focus."" &#8212;A. J. Finn, #1 <i>New York Times </i>bestselling author of <i>The Woman in the Window</i></b><BR> <BR><b>""Pitch-black and superbly written."" &#8212;Ruth Ware, <i>New York Times</i> bestselling author of<i> The Woman in Cabin 10</i></b><BR> <BR><b>""Top-notch grip lit...incredibly brilliant."" &#8212;Marian Keyes, <i>New York Times</i> bestselling author</b><BR>Oliver Ryan has the perfect life. Elegant and seductive, he wants for nothing, sharing a lovely home with his steadfast wife, Alice, who illustrates the award-winning children's books that have brought him wealth and fame. Until one evening, after eating the dinner Alice has carefully prepared, Oliver savagely assaults her and leaves her for dead.<BR> <BR> But why?<BR> <BR> The people who...","C:\Users\chris\Calibre Library\Liz Nugent\Unraveling Oliver (95)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","95","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","9304305","Fiction","Unraveling Oliver","Unraveling Oliver","0b2d2deb-dbd8-4f30-abb6-bd71907ac6f2"
